"<54>Aug 28 15:24:19 HL-ANTIVIRUS SymantecServer: ADPTKLT161","SHA-256: ","MD-5: ","Local: 192.168.0.27","Local: 3","Local: 983B8F6D95BB","Remote: 173.44.120.45","Remote: ","Remote: 3","Remote: 78D2948CD602","ICMP","Outbound","Begin: 2019-08-28 14:56:40","End: 2019-08-28 14:56:40","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: jmalcolm","Domain: ADAPTIK","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:11:19 HL-ANTIVIRUS SymantecServer: HLLT-PC0ZLAUY","SHA-256: ","MD-5: ","Local: 192.168.1.23","Local: 3","Local: 1C1BB5E2CD68","Remote: 80.179.55.100","Remote: ","Remote: 3","Remote: 4C17EBE580EE","ICMP","Outbound","Begin: 2019-08-28 14:56:39","End: 2019-08-28 14:56:39","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: einat.komsky","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:01:59 HL-ANTIVIRUS SymantecServer: adptklt204","SHA-256: ","MD-5: ","Local: 192.168.0.59","Local: 3","Local: 000EC68E1A10","Remote: 205.171.2.65","Remote: ","Remote: 3","Remote: 588BF361E2BF","ICMP","Outbound","Begin: 2019-08-28 14:56:39","End: 2019-08-28 14:56:45","Occurrences: 3","Application: ","Rule: Block all other IP traffic and log","Location: External","User: jwilson","Domain: ADAPTIK","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:11:19 HL-ANTIVIRUS SymantecServer: HLLT-PC0ZLAUY","SHA-256: ","MD-5: ","Local: 192.168.1.23","Local: 3","Local: 1C1BB5E2CD68","Remote: 80.179.52.100","Remote: ","Remote: 3","Remote: 4C17EBE580EE","ICMP","Outbound","Begin: 2019-08-28 14:56:33","End: 2019-08-28 14:56:33","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: einat.komsky","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:07:59 HL-ANTIVIRUS SymantecServer: ADPTKLT156","SHA-256: ","MD-5: ","Local: 192.168.0.19","Local: 3","Local: 983B8F7B3B7B","Remote: 209.18.47.62","Remote: ","Remote: 3","Remote: E0885D13FF3E","ICMP","Outbound","Begin: 2019-08-28 14:56:32","End: 2019-08-28 14:56:32","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: jkearse","Domain: ADAPTIK","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:07:59 HL-ANTIVIRUS SymantecServer: ADPTKLT156","SHA-256: ","MD-5: ","Local: 192.168.0.19","Local: 3","Local: 983B8F7B3B7B","Remote: 209.18.47.63","Remote: ","Remote: 3","Remote: E0885D13FF3E","ICMP","Outbound","Begin: 2019-08-28 14:56:31","End: 2019-08-28 14:56:50","Occurrences: 8","Application: ","Rule: Block all other IP traffic and log","Location: External","User: jkearse","Domain: ADAPTIK","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 14:59:59 HL-ANTIVIRUS SymantecServer: adptklt223","SHA-256: ","MD-5: ","Local: 192.168.1.201","Local: 3","Local: 3800256B161A","Remote: 192.168.1.254","Remote: ","Remote: 3","Remote: E83381A15FD0","ICMP","Outbound","Begin: 2019-08-28 14:56:30","End: 2019-08-28 14:56:40","Occurrences: 3","Application: ","Rule: Block all other IP traffic and log","Location: External","User: sfincher","Domain: ADAPTIK","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:09:01 HL-ANTIVIRUS SymantecServer: INLT732","SHA-256: ","MD-5: ","Local: 10.230.56.227","Local: 3","Local: E4B3188EFC5B","Remote: 10.38.246.77","Remote: ","Remote: 3","Remote: 00000C07AC18","ICMP","Outbound","Begin: 2019-08-28 14:56:29","End: 2019-08-28 14:56:29","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: triptee.purwar","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:05:19 HL-ANTIVIRUS SymantecServer: SIMONP-1299","SHA-256: ","MD-5: ","Local: 192.168.0.17","Local: 3","Local: 34E12D8E0A30","Remote: 192.168.0.1","Remote: ","Remote: 3","Remote: 788DF7E8FFD2","ICMP","Outbound","Begin: 2019-08-28 14:56:29","End: 2019-08-28 14:56:29","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: simon.p","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:09:01 HL-ANTIVIRUS SymantecServer: INLT732","SHA-256: ","MD-5: ","Local: 10.230.56.227","Local: 3","Local: E4B3188EFC5B","Remote: 10.38.246.78","Remote: ","Remote: 3","Remote: 00000C07AC18","ICMP","Outbound","Begin: 2019-08-28 14:56:29","End: 2019-08-28 14:56:44","Occurrences: 4","Application: ","Rule: Block all other IP traffic and log","Location: External","User: triptee.purwar","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:28:39 HL-ANTIVIRUS SymantecServer: KALT-TomaszL","SHA-256: ","MD-5: ","Local: 10.6.13.223","Local: 3","Local: 00059A3C7A00","Remote: 10.5.32.102","Remote: ","Remote: 3","Remote: 001122334455","ICMP","Outbound","Begin: 2019-08-28 14:56:27","End: 2019-08-28 14:56:27","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: tomasz.lewicki","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:51:51 HL-ANTIVIRUS SymantecServer: ADPTKLT212","SHA-256: ","MD-5: ","Local: 192.168.0.8","Local: 3","Local: D43B047D4731","Remote: 208.59.247.46","Remote: ","Remote: 3","Remote: 5C8FE01D8667","ICMP","Outbound","Begin: 2019-08-28 14:56:25","End: 2019-08-28 14:56:25","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: jdimauro","Domain: ADAPTIK","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:23:06 HL-ANTIVIRUS SymantecServer: INLT766","SHA-256: ","MD-5: ","Local: 10.21.33.121","Local: 3","Local: E4A471ED00DA","Remote: 10.21.100.6","Remote: BNGDC02.sapiens.int","Remote: 3","Remote: 78BC1A4880FF","ICMP","Outbound","Begin: 2019-08-28 14:56:19","End: 2019-08-28 14:56:19","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: neha.kunjilwar","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:01:59 HL-ANTIVIRUS SymantecServer: adptklt204","SHA-256: ","MD-5: ","Local: 192.168.0.59","Local: 3","Local: 000EC68E1A10","Remote: 205.171.2.65","Remote: ","Remote: 3","Remote: 588BF361E2BF","ICMP","Outbound","Begin: 2019-08-28 14:56:17","End: 2019-08-28 14:56:17","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: jwilson","Domain: ADAPTIK","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:51:51 HL-ANTIVIRUS SymantecServer: ADPTKLT212","SHA-256: ","MD-5: ","Local: 192.168.0.8","Local: 3","Local: D43B047D4731","Remote: 208.59.247.46","Remote: ","Remote: 3","Remote: 5C8FE01D8667","ICMP","Outbound","Begin: 2019-08-28 14:56:14","End: 2019-08-28 14:56:14","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: jdimauro","Domain: ADAPTIK","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:09:01 HL-ANTIVIRUS SymantecServer: INLT732","SHA-256: ","MD-5: ","Local: 10.230.56.227","Local: 3","Local: E4B3188EFC5B","Remote: 10.38.246.78","Remote: ","Remote: 3","Remote: 00000C07AC18","ICMP","Outbound","Begin: 2019-08-28 14:56:08","End: 2019-08-28 14:56:13","Occurrences: 5","Application: ","Rule: Block all other IP traffic and log","Location: External","User: triptee.purwar","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 14:58:39 HL-ANTIVIRUS SymantecServer: adptklt223","SHA-256: ","MD-5: ","Local: 192.168.1.201","Local: 3","Local: 3800256B161A","Remote: 192.168.1.254","Remote: ","Remote: 3","Remote: E83381A15FD0","ICMP","Outbound","Begin: 2019-08-28 14:56:07","End: 2019-08-28 14:56:10","Occurrences: 2","Application: ","Rule: Block all other IP traffic and log","Location: External","User: sfincher","Domain: ADAPTIK","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:40:19 HL-ANTIVIRUS SymantecServer: KADT-LukaszM","SHA-256: ","MD-5: ","Local: 10.6.13.209","Local: 3","Local: 00059A3C7A00","Remote: 10.5.32.102","Remote: ","Remote: 3","Remote: 001122334455","ICMP","Outbound","Begin: 2019-08-28 14:56:02","End: 2019-08-28 14:56:02","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: lukasz.marcola","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:01:59 HL-ANTIVIRUS SymantecServer: adptklt204","SHA-256: ","MD-5: ","Local: 192.168.0.59","Local: 3","Local: 000EC68E1A10","Remote: 205.171.2.65","Remote: ","Remote: 3","Remote: 588BF361E2BF","ICMP","Outbound","Begin: 2019-08-28 14:55:53","End: 2019-08-28 14:55:53","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: jwilson","Domain: ADAPTIK","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 14:58:39 HL-ANTIVIRUS SymantecServer: adptklt223","SHA-256: ","MD-5: ","Local: 192.168.1.201","Local: 3","Local: 3800256B161A","Remote: 192.168.1.254","Remote: ","Remote: 3","Remote: E83381A15FD0","ICMP","Outbound","Begin: 2019-08-28 14:55:52","End: 2019-08-28 14:55:53","Occurrences: 2","Application: ","Rule: Block all other IP traffic and log","Location: External","User: sfincher","Domain: ADAPTIK","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:20:59 HL-ANTIVIRUS SymantecServer: KALT-KrzysztofM","SHA-256: ","MD-5: ","Local: 10.6.13.191","Local: 3","Local: 00059A3C7A00","Remote: 10.5.32.102","Remote: ","Remote: 3","Remote: 001122334455","ICMP","Outbound","Begin: 2019-08-28 14:55:51","End: 2019-08-28 14:55:51","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: krzysztof.matuszewsk","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:05:19 HL-ANTIVIRUS SymantecServer: SIMONP-1299","SHA-256: ","MD-5: ","Local: 192.168.0.17","Local: 3","Local: 34E12D8E0A30","Remote: 192.168.0.1","Remote: ","Remote: 3","Remote: 788DF7E8FFD2","ICMP","Outbound","Begin: 2019-08-28 14:55:50","End: 2019-08-28 14:56:02","Occurrences: 3","Application: ","Rule: Block all other IP traffic and log","Location: External","User: simon.p","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:20:59 HL-ANTIVIRUS SymantecServer: KALT-KrzysztofM","SHA-256: ","MD-5: ","Local: 10.181.10.18","Local: 7680","Local: 68F728AF93AA","Remote: 10.182.30.8","Remote: ","Remote: 52038","Remote: 00A5BF471BC6","TCP","Inbound","Begin: 2019-08-28 14:55:47","End: 2019-08-28 14:55:56","Occurrences: 3","Application: ","Rule: Block all other IP traffic and log","Location: External","User: krzysztof.matuszewsk","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 17:20:00 HL-ANTIVIRUS SymantecServer: UXBLT033","SHA-256: ","MD-5: ","Local: 192.168.0.27","Local: 3","Local: E4A4716F4CB7","Remote: 192.168.0.65","Remote: ","Remote: 3","Remote: 0017887CABCD","ICMP","Outbound","Begin: 2019-08-28 14:55:47","End: 2019-08-28 14:55:47","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: jan_jansen","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 17:20:00 HL-ANTIVIRUS SymantecServer: UXBLT033","SHA-256: ","MD-5: ","Local: 192.168.0.27","Local: 3","Local: E4A4716F4CB7","Remote: 192.168.0.35","Remote: ","Remote: 3","Remote: 00178871E36A","ICMP","Outbound","Begin: 2019-08-28 14:55:47","End: 2019-08-28 14:55:47","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: jan_jansen","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:05:01 HL-ANTIVIRUS SymantecServer: INLT1324","SHA-256: ","MD-5: ","Local: 192.168.0.102","Local: 3","Local: 60F677280988","Remote: 192.168.0.1","Remote: ","Remote: 3","Remote: 0C8063857DA6","ICMP","Outbound","Begin: 2019-08-28 14:55:36","End: 2019-08-28 14:55:36","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: Rahul.Ash","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:04:01 HL-ANTIVIRUS SymantecServer: INLT1583","SHA-256: ","MD-5: ","Local: 192.168.0.101","Local: 3","Local: 74E5F9E05AF6","Remote: 192.168.0.1","Remote: ","Remote: 3","Remote: 48EE0C426EDC","ICMP","Outbound","Begin: 2019-08-28 14:55:31","End: 2019-08-28 14:55:31","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: Snigdha.Prusty","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:23:06 HL-ANTIVIRUS SymantecServer: INLT766","SHA-256: ","MD-5: ","Local: 10.21.33.121","Local: 3","Local: E4A471ED00DA","Remote: 10.21.100.5","Remote: BNGDC01.sapiens.int","Remote: 3","Remote: 78BC1A4880FF","ICMP","Outbound","Begin: 2019-08-28 14:55:29","End: 2019-08-28 14:55:29","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: neha.kunjilwar","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:01:59 HL-ANTIVIRUS SymantecServer: adptklt204","SHA-256: ","MD-5: ","Local: 192.168.0.59","Local: 3","Local: 000EC68E1A10","Remote: 205.171.2.65","Remote: ","Remote: 3","Remote: 588BF361E2BF","ICMP","Outbound","Begin: 2019-08-28 14:55:28","End: 2019-08-28 14:55:28","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: jwilson","Domain: ADAPTIK","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 14:58:39 HL-ANTIVIRUS SymantecServer: adptklt223","SHA-256: ","MD-5: ","Local: 192.168.1.201","Local: 3","Local: 3800256B161A","Remote: 192.168.1.254","Remote: ","Remote: 3","Remote: E83381A15FD0","ICMP","Outbound","Begin: 2019-08-28 14:55:26","End: 2019-08-28 14:55:26","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: sfincher","Domain: ADAPTIK","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:05:01 HL-ANTIVIRUS SymantecServer: INLT1324","SHA-256: ","MD-5: ","Local: 192.168.0.102","Local: 3","Local: 60F677280988","Remote: 192.168.0.1","Remote: ","Remote: 3","Remote: 0C8063857DA6","ICMP","Outbound","Begin: 2019-08-28 14:55:25","End: 2019-08-28 14:55:25","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: Rahul.Ash","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:51:51 HL-ANTIVIRUS SymantecServer: ADPTKLT212","SHA-256: ","MD-5: ","Local: 192.168.0.8","Local: 3","Local: D43B047D4731","Remote: 208.59.247.45","Remote: ","Remote: 3","Remote: 5C8FE01D8667","ICMP","Outbound","Begin: 2019-08-28 14:55:25","End: 2019-08-28 14:55:25","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: jdimauro","Domain: ADAPTIK","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:40:19 HL-ANTIVIRUS SymantecServer: KADT-LukaszM","SHA-256: ","MD-5: ","Local: 10.181.10.2","Local: 3","Local: 0026182638FC","Remote: 10.181.100.11","Remote: KTWDC01.sapiens.int","Remote: 3","Remote: 00A5BF471BC6","ICMP","Outbound","Begin: 2019-08-28 14:55:25","End: 2019-08-28 14:55:25","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: lukasz.marcola","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:23:06 HL-ANTIVIRUS SymantecServer: INLT766","SHA-256: ","MD-5: ","Local: 10.21.33.121","Local: 3","Local: E4A471ED00DA","Remote: 10.21.100.6","Remote: BNGDC02.sapiens.int","Remote: 3","Remote: 78BC1A4880FF","ICMP","Outbound","Begin: 2019-08-28 14:55:20","End: 2019-08-28 14:55:20","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: neha.kunjilwar","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:01:59 HL-ANTIVIRUS SymantecServer: adptklt204","SHA-256: ","MD-5: ","Local: 192.168.0.59","Local: 3","Local: 000EC68E1A10","Remote: 192.168.0.1","Remote: ","Remote: 3","Remote: 588BF361E2BF","ICMP","Outbound","Begin: 2019-08-28 14:55:17","End: 2019-08-28 14:55:17","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: jwilson","Domain: ADAPTIK","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
